"Response"	"Predictor"	"Sum.Sq"	"PctExp"	"Df"	"Fval"	"Pval"	"R.adj"
"total_biomass_per_plant"	"Replicate"	0.845712407189712	4.27883346537973	5	3.39465021695234	0.00894935641707333	"NA"
"total_biomass_per_plant"	"Residual"	3.089223684014	15.629750218667	62	NA	NA	"NA"
"total_biomass_per_plant"	"Type"	4.92536178331843	24.919585722523	3	9.03022861747505	3.40006666746266e-05	"0.218120649306175"
"total_biomass_per_plant"	"Replicate"	0.840279045890168	4.25134368521292	5	0.924347760105011	0.469950528045437	"NA"
"total_biomass_per_plant"	"Residual"	13.9993819049645	70.8290705922641	77	NA	NA	"NA"
"root_to_shoot_ratio"	"Genotype"	25.7343440354105	89.1736560091053	18	36.3417790245178	3.49773540768904e-26	"0.884128451785779"
"root_to_shoot_ratio"	"Replicate"	0.685260124951834	2.37453694468092	5	3.48378257490319	0.00771735349582054	"NA"
"root_to_shoot_ratio"	"Residual"	2.43908032912728	8.45180704621375	62	NA	NA	"NA"
"root_to_shoot_ratio"	"Type"	11.3356409333007	39.2798255839733	3	17.2813448760336	1.12736008725246e-08	"0.355994339833261"
"root_to_shoot_ratio"	"Replicate"	0.687078567633671	2.38083814209863	5	0.628476594525545	0.678518527778718	"NA"
"root_to_shoot_ratio"	"Residual"	16.8359649885553	58.3393362739281	77	NA	NA	"NA"
"cfu_per_nodule_LOG10"	"Genotype"	6.76165207050575	60.5657464319098	15	5.43134624836593	6.07510239246403e-06	"0.539085878274575"
"cfu_per_nodule_LOG10"	"Replicate"	0.833697461729799	7.4676289968107	4	2.51127583197633	0.0555685116823886	"NA"
"cfu_per_nodule_LOG10"	"Residual"	3.56880259805718	31.9666245712795	43	NA	NA	"NA"
"cfu_per_nodule_LOG10"	"Type"	1.47801134163347	13.2389036299769	3	3.19348677228638	0.0305056176423624	"0.143243646013387"
"cfu_per_nodule_LOG10"	"Replicate"	1.20109715805311	10.7585165808881	4	1.94637607562314	0.115686797779292	"NA"
"cfu_per_nodule_LOG10"	"Residual"	8.48504363060616	76.0025797891351	55	NA	NA	"NA"
"cfu_per_plant_LOG10"	"Genotype"	20.9935474492016	83.6523201874341	15	22.29903325876	5.89601182764131e-16	"0.839940789364561"
"cfu_per_plant_LOG10"	"Replicate"	1.27827873089501	5.09351656476158	4	5.09163232235389	0.00180069362839382	"NA"
"cfu_per_plant_LOG10"	"Residual"	2.82436649233946	11.2541632478043	45	NA	NA	"NA"
"cfu_per_plant_LOG10"	"Type"	10.1312216481964	40.3695563722851	3	14.9045789530866	2.80719994835179e-07	"0.422179448799259"
"cfu_per_plant_LOG10"	"Replicate"	2.04993250341876	8.16830078639885	4	2.26182354211519	0.0736401189226925	"NA"
"cfu_per_plant_LOG10"	"Residual"	12.9150385208209	51.462142841316	57	NA	NA	"NA"
"nodule_isolate_diversity"	"Genotype"	1.42305289846405	58.3599190504176	15	3.99386884801056	0.000274008709606134	"0.44472965730446"
"nodule_isolate_diversity"	"Replicate"	0.112704631666202	4.62205810321311	4	1.18616686155163	0.332470203482821	"NA"
"nodule_isolate_diversity"	"Residual"	0.902650407404178	37.0180228463694	38	NA	NA	"NA"
"nodule_isolate_diversity"	"Type"	0.555446120831219	22.7790482585475	3	5.36955521313691	0.00277334085173371	"0.193970636797759"
"nodule_isolate_diversity"	"Replicate"	0.158901819231134	6.5166216359928	4	1.15209026559492	0.343158341934666	"NA"
"nodule_isolate_diversity"	"Residual"	1.72405999747207	70.7043301054597	50	NA	NA	"NA"
"nodule_isolate_fitness"	"Genotype"	35.6802425486149	41.4886541262964	15	2.03464233520757	0.001	"0.2251"
"nodule_isolate_fitness"	"Replicate"	5.89428461730918	6.85381932245253	4	1.26044137050774	0.05	"NA"
"nodule_isolate_fitness"	"Residual"	44.4254728340759	51.657526551251	38	NA	NA	"NA"
"nodule_isolate_fitness"	"Type"	10.9885379087063	12.7773696612865	3	2.6666214830008	0.001	"0.0896"
"nodule_isolate_fitness"	"Replicate"	6.33193646460219	7.36271681930488	4	1.15244252323093	0.128	"NA"
"nodule_isolate_fitness"	"Residual"	68.6795256266914	79.8599135194087	50	NA	NA	"NA"
