"Trait"	"Predictor"	"Coef"	"St.error"	"t.value"	"P.value"	"Class"
"total_nodulated_area_per_plant"	"genodnf6"	0.479766666666666	0.236859148501686	2.02553572324124	0.0495201651651156	"Up"
"total_nodulated_area_per_plant"	"genodnf7"	-0.792933333333333	0.236859148501686	-3.34769983912059	0.00178372591405897	"Down"
"total_nodulated_area_per_plant"	"genodnf1/dnf2"	-0.757805343375079	0.252660726339539	-2.99930010632796	0.00463880640485832	"Down"
"total_nodulated_area_per_plant"	"genodnf5/dnf2"	-0.704333333333332	0.236859148501686	-2.9736378678585	0.00496730159831094	"Down"
"total_nodulated_area_per_plant"	"genordn1"	2.62046464985521	0.422799103287697	6.19789547678414	2.49051456329869e-07	"Up"
"total_nodulated_area_per_plant"	"genosunn1"	1.37686666666667	0.236859148501686	5.81301873023016	8.6575279474334e-07	"Up"
"total_nodulated_area_per_plant"	"genosunn4"	1.95556965662492	0.252660726339539	7.73990356537217	1.78629778721346e-09	"Up"
"total_biomass_per_plant"	"genodmi1-2"	-0.834902043644253	0.144473376341462	-5.7789335640012	2.62295162060589e-07	"Down"
"total_biomass_per_plant"	"genodmi2-3"	-0.696799979751749	0.249177963659853	-2.79639487183118	0.00687239561397029	"Down"
"total_biomass_per_plant"	"genodmi3-1"	-0.986813322172213	0.137226935922592	-7.19110512479026	1.00334780038087e-09	"Down"
"total_biomass_per_plant"	"genohcl"	-0.311312443250774	0.150245760082915	-2.07202148718853	0.0424292967631204	"Down"
"total_biomass_per_plant"	"genoipd3"	-1.03186590463034	0.150336456212844	-6.86371044405517	3.69929560381254e-09	"Down"
"total_biomass_per_plant"	"genolatd"	-1.02542443328332	0.137226935922591	-7.4724719778175	3.26019351247537e-10	"Down"
"total_biomass_per_plant"	"genonad1"	-1.03532580866143	0.150300082296435	-6.8883914954848	3.3533387677901e-09	"Down"
"total_biomass_per_plant"	"genodnf1"	0.0571666666666675	0.141175335596327	0.404933811031471	0.686919932561391	"None"
"total_biomass_per_plant"	"genodnf2"	-1.01016666666667	0.141175335596327	-7.15540474828487	1.15700370633097e-09	"Down"
"total_biomass_per_plant"	"genodnf3"	-0.461866666666667	0.141175335596327	-3.27158185752302	0.00174952971734303	"Down"
"total_biomass_per_plant"	"genodnf4"	-0.735755617722357	0.164396072788138	-4.47550604612401	3.32753337223073e-05	"Down"
"total_biomass_per_plant"	"genodnf6"	-0.347466666666666	0.141175335596327	-2.46124200944139	0.016642533029369	"Down"
"total_biomass_per_plant"	"genodnf7"	-1.01766666666667	0.141175335596327	-7.20853017538812	9.35923758989272e-10	"Down"
"total_biomass_per_plant"	"genodnf1/dnf2"	-1.0223	0.141175335596327	-7.24134988368746	8.20971575109434e-10	"Down"
"total_biomass_per_plant"	"genodnf5/dnf2"	-1.01783333333333	0.141175335596327	-7.20971074043486	9.31522823138157e-10	"Down"
"total_biomass_per_plant"	"genordn1"	0.00596660449986775	0.164396072788138	0.0362940817178588	0.971164473358192	"None"
"total_biomass_per_plant"	"genosunn1"	0.0970333333333345	0.141175335596327	0.687324970211435	0.494441117241328	"None"
"total_biomass_per_plant"	"genosunn4"	-0.94353333333333	0.141175335596327	-6.68341484259862	7.57044008569157e-09	"Down"
"root_to_shoot_ratio"	"genodmi1-2"	1.64034561945107	0.128373740690929	12.7778906388679	5.02827448958237e-19	"Up"
"root_to_shoot_ratio"	"genodmi2-3"	1.97031721037455	0.221410394792466	8.8989372527942	1.10792693499437e-12	"Up"
"root_to_shoot_ratio"	"genodmi3-1"	1.49573593622177	0.121934819646641	12.2666842871979	3.11875189620389e-18	"Up"
"root_to_shoot_ratio"	"genohcl"	0.0433968951974319	0.133502869062944	0.32506339003824	0.746227473352488	"None"
"root_to_shoot_ratio"	"genoipd3"	0.738716907575517	0.133583458315857	5.53000286778642	6.81815789224051e-07	"Up"
"root_to_shoot_ratio"	"genolatd"	0.222129120110201	0.121934819646641	1.8217037656177	0.0733245169403756	"None"
"root_to_shoot_ratio"	"genonad1"	0.72900424198001	0.133551137788496	5.45861498487964	8.94762200543862e-07	"Up"
"root_to_shoot_ratio"	"genodnf1"	0.0760489712764558	0.125443222708131	0.606242167848311	0.54656728630418	"None"
"root_to_shoot_ratio"	"genodnf2"	0.739121630563638	0.125443222708132	5.89208101168885	1.69312769533933e-07	"Up"
"root_to_shoot_ratio"	"genodnf3"	0.418823294487153	0.125443222708131	3.33874788486285	0.00142753332717311	"Up"
"root_to_shoot_ratio"	"genodnf4"	0.711184385885192	0.146076317679681	4.86858100739293	8.09238698690298e-06	"Up"
"root_to_shoot_ratio"	"genodnf6"	0.184002609202388	0.125443222708131	1.46681985068661	0.147479342601646	"None"
"root_to_shoot_ratio"	"genodnf7"	0.565322406736035	0.125443222708131	4.50659983482225	2.98079118204147e-05	"Up"
"root_to_shoot_ratio"	"genodnf1/dnf2"	0.616618649988218	0.125443222708131	4.91551983978365	6.81402398360618e-06	"Up"
"root_to_shoot_ratio"	"genodnf5/dnf2"	0.838541161259758	0.125443222708131	6.68462706200391	7.53413315006199e-09	"Up"
"root_to_shoot_ratio"	"genordn1"	-0.0076679074370693	0.146076317679681	-0.0524924748848314	0.958305057823886	"None"
"root_to_shoot_ratio"	"genosunn1"	-0.0875638883132815	0.125443222708131	-0.698036023173739	0.487764468199995	"None"
"root_to_shoot_ratio"	"genosunn4"	-0.331452115536231	0.125443222708131	-2.64224808945973	0.0104122864965496	"Down"
"cfu_per_nodule_LOG10"	"genohcl"	0.239775349526963	0.194347684643108	1.23374430710238	0.223999381715709	"None"
"cfu_per_nodule_LOG10"	"genoipd3"	-0.726219689163055	0.194184393133411	-3.73984581069868	0.000539857932863115	"Down"
"cfu_per_nodule_LOG10"	"genolatd"	-0.852198345120189	0.323175002842413	-2.63695625473775	0.0115945425450389	"Down"
"cfu_per_nodule_LOG10"	"genonad1"	-0.830928456600402	0.212799077755136	-3.90475591043931	0.000328013563897293	"Down"
"cfu_per_nodule_LOG10"	"genodnf1"	-0.129810997719212	0.194202347700686	-0.668431660359136	0.507430628321475	"None"
"cfu_per_nodule_LOG10"	"genodnf2"	-0.215291103448199	0.182203632518283	-1.18159611020157	0.243859723452824	"None"
"cfu_per_nodule_LOG10"	"genodnf3"	-0.247474537135103	0.182203632518283	-1.35823053423631	0.181474490712906	"None"
"cfu_per_nodule_LOG10"	"genodnf4"	0.0386794872301493	0.245390586056383	0.157624169092053	0.875490819700912	"None"
"cfu_per_nodule_LOG10"	"genodnf6"	0.1512387542819	0.182203632518283	0.830053452785712	0.411093362139169	"None"
"cfu_per_nodule_LOG10"	"genodnf7"	0.0750777593626955	0.182203632518283	0.41205413045298	0.682346748628524	"None"
"cfu_per_nodule_LOG10"	"genodnf1/dnf2"	0.0421067551641934	0.194347684643108	0.216656839732958	0.829500421631942	"None"
"cfu_per_nodule_LOG10"	"genodnf5/dnf2"	0.110253982841786	0.182203632518283	0.605114076585289	0.548283577724577	"None"
"cfu_per_nodule_LOG10"	"genordn1"	-0.128341249611675	0.245364125580262	-0.523064442726339	0.603614505112545	"None"
"cfu_per_nodule_LOG10"	"genosunn1"	0.22711293531809	0.194141023742495	1.16983484963657	0.2485108601413	"None"
"cfu_per_nodule_LOG10"	"genosunn4"	0.28928547651309	0.182203632518283	1.58770422145158	0.119680271638007	"None"
"cfu_per_plant_LOG10"	"genohcl"	-0.14470617506665	0.169001927474969	-0.856239791040743	0.396401775399582	"None"
"cfu_per_plant_LOG10"	"genoipd3"	-1.02716266209846	0.168854271207774	-6.08313106178135	2.34981278932931e-07	"Down"
"cfu_per_plant_LOG10"	"genolatd"	-2.79616590590946	0.280973942552526	-9.95169117999879	6.05098775740778e-13	"Down"
"cfu_per_plant_LOG10"	"genonad1"	-0.724408175138641	0.169001927474969	-4.28639001910753	9.45944667658829e-05	"Down"
"cfu_per_plant_LOG10"	"genodnf1"	-0.0248013776001994	0.158447088745443	-0.156527821347634	0.876317138577695	"None"
"cfu_per_plant_LOG10"	"genodnf2"	-0.00312586553428112	0.158447088745443	-0.0197281348558133	0.984347462806551	"None"
"cfu_per_plant_LOG10"	"genodnf3"	0.0257042295635976	0.158447088745443	0.162225950423699	0.871854183918134	"None"
"cfu_per_plant_LOG10"	"genodnf4"	0.456105747049071	0.213173422124087	2.13959949840077	0.037846008085154	"Up"
"cfu_per_plant_LOG10"	"genodnf6"	0.534386543911331	0.158447088745443	3.37264981100323	0.00153908222203342	"Up"
"cfu_per_plant_LOG10"	"genodnf7"	0.0474350967551465	0.158447088745443	0.299374997235541	0.766032329716245	"None"
"cfu_per_plant_LOG10"	"genodnf1/dnf2"	0.229111422367701	0.169001927474969	1.35567342805386	0.181968111030222	"None"
"cfu_per_plant_LOG10"	"genodnf5/dnf2"	0.256743686156889	0.158447088745443	1.62037490363339	0.112139315824598	"None"
"cfu_per_plant_LOG10"	"genordn1"	0.408279461384623	0.213260929203927	1.91445973206941	0.0619325629882501	"None"
"cfu_per_plant_LOG10"	"genosunn1"	0.453889157791148	0.168816776148299	2.68864960075072	0.0100240991809767	"Up"
"cfu_per_plant_LOG10"	"genosunn4"	0.646219452790977	0.158447088745443	4.07845582968822	0.000182578973266048	"Up"
"nodule_isolate_diversity"	"genohcl"	-0.198183024641896	0.108981553690484	-1.81850063548141	0.0768761962033978	"None"
"nodule_isolate_diversity"	"genoipd3"	-0.391015282336828	0.108981553690484	-3.58790335699694	0.000938549230288151	"Down"
"nodule_isolate_diversity"	"genolatd"	-0.413742811672598	0.176282374684831	-2.34704582583662	0.0242354688340937	"Down"
"nodule_isolate_diversity"	"genonad1"	-0.0765954886439861	0.110873277106765	-0.690838141008755	0.493865952094016	"None"
"nodule_isolate_diversity"	"genodnf1"	0.0288107730325187	0.108981553690484	0.264363757506555	0.79292822807005	"None"
"nodule_isolate_diversity"	"genodnf2"	-0.140791612781067	0.11069947713637	-1.27183629429095	0.211160133893767	"None"
"nodule_isolate_diversity"	"genodnf3"	-0.0465935301076656	0.108981553690484	-0.427535931814616	0.671402133974943	"None"
"nodule_isolate_diversity"	"genodnf4"	-0.0265506436919673	0.135430723010845	-0.196045942174001	0.845618857515038	"None"
"nodule_isolate_diversity"	"genodnf6"	0.0237341191417889	0.11069947713637	0.214401366255334	0.831380475634773	"None"
"nodule_isolate_diversity"	"genodnf7"	-0.463243972646481	0.110624475414968	-4.18753599426157	0.000161248806485574	"Down"
"nodule_isolate_diversity"	"genodnf1/dnf2"	-0.169038339873017	0.110873277106765	-1.52460849254272	0.135637096834727	"None"
"nodule_isolate_diversity"	"genodnf5/dnf2"	-0.216460930686867	0.110873277106765	-1.95232734465337	0.0582957005880489	"None"
"nodule_isolate_diversity"	"genordn1"	0.0492257699172265	0.11857366213735	0.415149275394782	0.680367387659395	"None"
"nodule_isolate_diversity"	"genosunn1"	0.0293228329895334	0.110642636115353	0.265022906350154	0.792424185987726	"None"
"nodule_isolate_diversity"	"genosunn4"	-0.0397374958744721	0.108981553690484	-0.364625888774991	0.717412081137069	"None"
