Trait	Predictor	Coef	St.error	t.value	P.value	Class
root_to_shoot_ratio	genodnf7	0.565322407	0.125443223	4.506599835	2.98E-05	Up
root_to_shoot_ratio	genodnf1/dnf2	0.61661865	0.125443223	4.91551984	6.81E-06	Up
root_to_shoot_ratio	genodnf5/dnf2	0.838541161	0.125443223	6.684627062	7.53E-09	Up
root_to_shoot_ratio	genordn1	-0.007667907	0.146076318	-0.052492475	0.958305058	None
root_to_shoot_ratio	genosunn1	-0.087563888	0.125443223	-0.698036023	0.487764468	None
root_to_shoot_ratio	genosunn4	-0.331452116	0.125443223	-2.642248089	0.010412286	Down
cfu_per_nodule_LOG10	genohcl	0.23977535	0.194347685	1.233744307	0.223999382	None
cfu_per_nodule_LOG10	genoipd3	-0.726219689	0.194184393	-3.739845811	0.000539858	Down
cfu_per_nodule_LOG10	genolatd	-0.852198345	0.323175003	-2.636956255	0.011594543	Down
cfu_per_nodule_LOG10	genonad1	-0.830928457	0.212799078	-3.90475591	0.000328014	Down
cfu_per_nodule_LOG10	genodnf1	-0.129810998	0.194202348	-0.66843166	0.507430628	None
cfu_per_nodule_LOG10	genodnf2	-0.215291103	0.182203633	-1.18159611	0.243859723	None
cfu_per_nodule_LOG10	genodnf3	-0.247474537	0.182203633	-1.358230534	0.181474491	None
cfu_per_nodule_LOG10	genodnf4	0.038679487	0.245390586	0.157624169	0.87549082	None
cfu_per_nodule_LOG10	genodnf6	0.151238754	0.182203633	0.830053453	0.411093362	None
cfu_per_nodule_LOG10	genodnf7	0.075077759	0.182203633	0.41205413	0.682346749	None
cfu_per_nodule_LOG10	genodnf1/dnf2	0.042106755	0.194347685	0.21665684	0.829500422	None
cfu_per_nodule_LOG10	genodnf5/dnf2	0.110253983	0.182203633	0.605114077	0.548283578	None
cfu_per_nodule_LOG10	genordn1	-0.12834125	0.245364126	-0.523064443	0.603614505	None
cfu_per_nodule_LOG10	genosunn1	0.227112935	0.194141024	1.16983485	0.24851086	None
cfu_per_nodule_LOG10	genosunn4	0.289285477	0.182203633	1.587704221	0.119680272	None
cfu_per_plant_LOG10	genohcl	-0.144706175	0.169001927	-0.856239791	0.396401775	None
cfu_per_plant_LOG10	genoipd3	-1.027162662	0.168854271	-6.083131062	2.35E-07	Down
cfu_per_plant_LOG10	genolatd	-2.796165906	0.280973943	-9.95169118	6.05E-13	Down
cfu_per_plant_LOG10	genonad1	-0.724408175	0.169001927	-4.286390019	9.46E-05	Down
cfu_per_plant_LOG10	genodnf1	-0.024801378	0.158447089	-0.156527821	0.876317139	None
cfu_per_plant_LOG10	genodnf2	-0.003125866	0.158447089	-0.019728135	0.984347463	None
cfu_per_plant_LOG10	genodnf3	0.02570423	0.158447089	0.16222595	0.871854184	None
cfu_per_plant_LOG10	genodnf4	0.456105747	0.213173422	2.139599498	0.037846008	Up
cfu_per_plant_LOG10	genodnf6	0.534386544	0.158447089	3.372649811	0.001539082	Up
cfu_per_plant_LOG10	genodnf7	0.047435097	0.158447089	0.299374997	0.76603233	None
cfu_per_plant_LOG10	genodnf1/dnf2	0.229111422	0.169001927	1.355673428	0.181968111	None
cfu_per_plant_LOG10	genodnf5/dnf2	0.256743686	0.158447089	1.620374904	0.112139316	None
cfu_per_plant_LOG10	genordn1	0.408279461	0.213260929	1.914459732	0.061932563	None
cfu_per_plant_LOG10	genosunn1	0.453889158	0.168816776	2.688649601	0.010024099	Up
cfu_per_plant_LOG10	genosunn4	0.646219453	0.158447089	4.07845583	0.000182579	Up
nodule_isolate_diversity	genohcl	-0.198183025	0.108981554	-1.818500635	0.076876196	None
nodule_isolate_diversity	genoipd3	-0.391015282	0.108981554	-3.587903357	0.000938549	Down
nodule_isolate_diversity	genolatd	-0.413742812	0.176282375	-2.347045826	0.024235469	Down
nodule_isolate_diversity	genonad1	-0.076595489	0.110873277	-0.690838141	0.493865952	None
nodule_isolate_diversity	genodnf1	0.028810773	0.108981554	0.264363758	0.792928228	None
nodule_isolate_diversity	genodnf2	-0.140791613	0.110699477	-1.271836294	0.211160134	None
nodule_isolate_diversity	genodnf3	-0.04659353	0.108981554	-0.427535932	0.671402134	None
nodule_isolate_diversity	genodnf4	-0.026550644	0.135430723	-0.196045942	0.845618858	None
nodule_isolate_diversity	genodnf6	0.023734119	0.110699477	0.214401366	0.831380476	None
nodule_isolate_diversity	genodnf7	-0.463243973	0.110624475	-4.187535994	0.000161249	Down
nodule_isolate_diversity	genodnf1/dnf2	-0.16903834	0.110873277	-1.524608493	0.135637097	None
nodule_isolate_diversity	genodnf5/dnf2	-0.216460931	0.110873277	-1.952327345	0.058295701	None
nodule_isolate_diversity	genordn1	0.04922577	0.118573662	0.415149275	0.680367388	None
nodule_isolate_diversity	genosunn1	0.029322833	0.110642636	0.265022906	0.792424186	None
nodule_isolate_diversity	genosunn4	-0.039737496	0.108981554	-0.364625889	0.717412081	None
